Latitud,Longitud,Station,Klimatnr,SwerefX,SwerefY,Höjd,Län,Landskap,jan,feb,mar,apr,maj,jun,jul,aug,sep,okt,nov,dec,år,start,slut,antal år
63.18,17.10,Hjälta kraftverk,137120,605881,7007881,95,Västernorrland län,Ångermanland,35.6,23.01,22.05,29.3,40.9,55.2,81.2,71.3,50.3,54.8,42.6,43.2,550.0,jan./1961,feb./2011,50.2
62.26,17.34,Häljum,127160,621271,6905578,25,Västernorrland län,Medelpad,53.0,32.7,33.3,36.2,42.7,58.3,74.2,81.0,59.5,72.6,64.9,61.5,669.8,jan./1961,okt./1990,29.4
62.62,18.06,Härnö,128370,657066,6946790,10,Västernorrland län,Ångermanland,48.1,31.2,32.9,34.6,39.6,44.2,64.8,67.7,53.9,63.4,61.6,55.2,597.2,okt./1970,dec./1989,19.03
62.64,17.92,Härnösand,127380,649777,6948469,18,Västernorrland län,Ångermanland,66.4,40.3,40.6,40.6,47.4,48.1,72.7,80.0,67.8,83.6,83.8,71.3,742.8,jan./1961,dec./2020,60.0
62.63,17.41,Höglandsbodarna D,127390,623815,6947085,65,Västernorrland län,Medelpad,58.5,34.8,36.4,38.9,42.9,54.7,76.4,83.6,64.2,79.6,68.3,62.7,701.0,maj/1995,nov./2018,23.06
62.55,16.70,Högsvedjan,126340,587373,6936993,395,Västernorrland län,Medelpad,49.2,33.0,35.6,40.6,50.2,72.6,99.2,94.9,60.5,74.6,60.1,57.9,728.3,nov./1977,nov./2001,24.1
62.57,17.12,Indal D,127340,608964,6939059,70,Västernorrland län,Medelpad,49.9,31.6,32.4,36.1,43.7,59.8,78.4,81.4,57.0,69.3,58.8,57.3,655.7,jan./1961,juli/2011,50.1
63.03,18.17,Invik,138020,660481,6992391,10,Västernorrland län,Ångermanland,58.2,36.7,35.4,35.8,40.1,47.9,75.8,80.9,62.0,72.1,66.8,66.3,678.1,jan./1961,okt./1996,33.8
63.68,16.95,Junsele,136420,596481,7063330,215,Västernorrland län,Ångermanland,43.7,28.9,27.9,32.5,45.3,63.5,83.6,76.3,54.5,51.2,46.8,47.0,601.1,jan./1961,juni/2008,47.4
63.68,16.95,Junsele A,136410,596441,7063264,219,Västernorrland län,Ångermanland,39.6,26.2,25.2,29.8,42.3,59.4,79.7,71.3,51.5,48.8,42.7,42.9,559.6,jan./2008,dec./2020,13.00
63.33,19.05,Kasa D,139200,702907,7028396,30,Västernorrland län,Ångermanland,59.1,44.1,38.8,38.6,44.5,54.9,81.3,86.5,72.6,82.6,78.1,68.0,749.0,jan./1961,nov./2015,54.9
62.93,17.76,Kramfors,127560,640184,6980695,46,Västernorrland län,Ångermanland,53.3,34.6,35.1,38.1,44.4,50.1,83.2,86.1,61.9,68.3,59.7,61.3,676.0,jan./1961,dec./2020,56.3
63.05,17.77,Kramfors-Gistgårdsön,137040,639822,6994191,5,Västernorrland län,Ångermanland,39.5,25.4,25.3,28.3,34.7,43.3,71.0,69.3,49.7,54.0,46.9,45.2,532.6,sep./1976,apr./1996,19.06
63.52,18.07,Kubbe,138320,652657,7046888,120,Västernorrland län,Ångermanland,44.5,31.0,28.3,31.1,41.6,54.5,83.5,80.9,58.3,57.3,50.9,52.2,614.2,jan./1961,aug./2004,43.6
62.40,15.21,Kölsillre,125240,510868,6918409,258,Västernorrland län,Medelpad,35.1,24.5,25.6,30.5,46.5,74.0,86.1,75.5,51.1,55.6,43.6,39.7,587.8,nov./1969,dec./2020,51.2
62.66,16.89,Liden D,126390,596748,6948601,75,Västernorrland län,Medelpad,48.7,32.9,33.5,40.0,48.1,63.1,87.8,85.6,57.4,70.8,56.9,55.8,680.4,juni/1994,juni/2006,12.01
62.64,18.09,Lungö A,128390,658383,6949466,14,Västernorrland län,Ångermanland,35.8,23.00,26.7,31.4,36.1,37.7,57.7,57.9,46.4,53.8,51.0,43.9,501.5,sep./1995,dec./2020,25.3
63.17,17.65,Lännäs,137110,633654,7006880,30,Västernorrland län,Ångermanland,41.4,27.9,26.0,32.4,41.1,51.5,84.3,78.3,57.6,56.2,48.6,49.0,594.4,jan./1961,mars/2017,56.3
62.23,17.66,Lörudden,127140,638357,6902804,2,Västernorrland län,Medelpad,40.5,24.6,26.7,29.7,36.3,47.5,63.6,67.4,49.4,60.8,53.3,47.7,547.5,dec./1967,jan./1986,17.07
63.43,18.35,Mellansel,138260,667109,7038239,60,Västernorrland län,Ångermanland,45.8,31.8,29.1,30.8,38.2,49.9,80.1,78.9,57.7,61.9,56.8,53.2,614.2,jan./1961,juni/1977,16.04
63.17,17.42,Multrå D,137090,621826,7006611,66,Västernorrland län,Ångermanland,34.5,23.08,22.04,29.8,39.3,50.3,78.4,74.8,55.1,51.7,42.2,42.6,544.7,jan./1961,dec./2020,59.7
63.58,17.59,Myckelgensjö,137350,628376,7052381,207,Västernorrland län,Ångermanland,39.5,26.8,23.04,30.8,44.3,55.8,83.6,75.6,55.2,53.7,44.9,44.8,578.3,juni/1988,dec./2020,32.4
62.28,16.00,Naggen,126160,551824,6905661,435,Västernorrland län,Medelpad,49.7,35.2,35.9,38.2,54.3,73.9,96.0,89.6,58.0,69.7,58.3,57.6,716.4,jan./1961,juni/2005,43.3
62.85,18.19,Nora-Östanö D,128500,662168,6972748,48,Västernorrland län,Ångermanland,62.1,39.9,36.8,37.1,42.4,49.7,70.4,79.7,65.6,73.0,71.1,69.8,697.7,juni/1988,dec./2020,32.6
62.85,18.02,Nordvik,128510,653513,6972306,20,Västernorrland län,Ångermanland,51.8,32.4,32.1,32.9,37.8,43.4,65.8,71.8,55.3,64.1,59.2,57.9,604.4,jan./1961,juni/1987,26.5
63.42,16.95,Näsåker,136260,597434,7033638,129,Västernorrland län,Ångermanland,38.9,25.2,24.0,31.0,45.0,63.5,89.4,73.0,53.0,52.0,43.6,42.5,581.1,juni/1994,dec./2020,26.4
63.15,17.76,Offer,137070,639141,7005205,27,Västernorrland län,Ångermanland,39.5,26.6,25.5,29.6,35.5,45.7,71.6,69.8,50.7,53.8,47.8,46.2,542.3,jan./1961,juni/1984,23.04
63.53,17.13,Omsjö,137320,605903,7046617,245,Västernorrland län,Ångermanland,41.2,26.3,24.8,30.1,43.9,60.6,84.5,74.0,53.6,54.3,46.9,45.9,586.2,jan./1961,mars/1986,18.02
63.67,17.80,Pengsjö,137400,638550,7062898,260,Västernorrland län,Ångermanland,49.6,35.6,32.5,35.2,46.7,59.7,87.3,81.4,59.9,60.9,56.4,55.2,660.1,jan./1961,mars/1972,11.03
63.49,16.48,Ramsele,136320,573827,7041196,175,Västernorrland län,Ångermanland,42.0,26.4,25.6,32.7,47.2,70.1,91.9,79.4,53.1,55.8,46.4,46.5,616.8,jan./1961,okt./1996,29.8
63.33,17.06,Resele,137200,603291,7023656,94,Västernorrland län,Ångermanland,41.8,27.1,24.8,31.7,44.9,63.9,84.4,73.5,56.1,56.5,49.3,47.6,601.6,juni/1994,dec./2020,26.3
62.40,15.44,Rotnäset D,125250,522671,6918736,252,Västernorrland län,Medelpad,34.8,24.4,25.3,29.5,43.3,69.2,83.9,73.8,48.4,53.6,43.4,41.4,571.0,aug./2010,okt./2020,10.03
62.71,17.18,Rundbacken,127430,611322,6955169,130,Västernorrland län,Medelpad,51.4,32.7,33.1,38.2,44.3,58.5,80.7,84.3,58.8,70.4,60.6,58.1,671.0,jan./1961,dec./1994,33.4
63.22,18.31,Rössjö,138130,666436,7014431,150,Västernorrland län,Ångermanland,66.6,42.9,43.8,44.7,46.0,60.6,96.5,99.4,75.7,91.4,81.5,75.0,824.2,maj/1989,dec./2008,19.07
62.38,17.29,Sidsjö D,127220,618178,6918695,63,Västernorrland län,Medelpad,56.3,35.7,39.1,39.3,42.9,59.7,77.6,87.8,65.2,79.8,68.8,65.0,717.3,jan./1961,dec./2020,57.3
62.77,16.72,Sillre,126470,587978,6961330,185,Västernorrland län,Medelpad,43.0,28.6,29.9,35.1,45.5,62.0,86.8,83.9,54.0,64.0,50.6,51.1,634.3,jan./1961,mars/1994,28.5
63.19,19.02,Skagsudde,139110,702181,7012925,13,Västernorrland län,Ångermanland,36.8,28.0,27.3,29.0,33.9,41.6,61.8,62.5,50.9,56.8,50.4,44.6,523.7,jan./1964,okt./1995,31.6
63.19,19.02,Skagsudde A,139120,702217,7012776,9,Västernorrland län,Ångermanland,27.4,19.06,21.06,26.7,31.7,39.9,60.0,62.6,48.7,53.5,43.9,37.4,473.1,nov./1995,dec./2020,25.2
62.36,16.97,Skallböle,126220,601731,6916300,60,Västernorrland län,Medelpad,46.7,29.9,30.1,33.5,41.9,58.7,78.3,78.9,53.2,65.2,56.1,54.6,627.2,jan./1961,aug./1995,33.9
63.79,17.65,Solberg,137470,630658,7075993,360,Västernorrland län,Ångermanland,60.6,42.8,40.9,44.0,58.1,69.8,98.9,94.5,71.6,73.7,70.7,67.3,793.1,juli/1974,mars/2013,38.4
63.17,17.23,Sollefteå,137100,612174,7006974,83,Västernorrland län,Ångermanland,39.5,27.1,25.9,32.8,45.8,59.1,82.4,76.2,58.1,57.3,47.6,47.0,598.8,jan./1961,dec./2020,59.8
63.27,16.44,Stensjö,136160,572499,7016143,430,Västernorrland län,Ångermanland,45.9,29.7,32.1,36.5,53.5,75.2,104.6,88.7,61.7,66.8,53.3,52.9,700.9,sep./1976,mars/2002,25.6
62.55,17.42,Stordalen-Midlanda D,127320,624344,6937342,3,Västernorrland län,Medelpad,49.9,31.5,32.9,34.9,40.5,50.3,67.7,72.7,58.3,64.8,58.7,53.8,615.9,feb./2006,dec./2020,14.09
63.60,16.18,Storfinnforsen,136360,558776,7052429,232,Västernorrland län,Ångermanland,40.6,25.3,26.4,32.5,46.9,70.4,92.6,75.8,53.5,52.4,44.0,43.8,604.4,jan./1961,juli/2018,57.6
62.41,17.27,Sundsvall,127240,617105,6921530,35,Västernorrland län,Medelpad,53.8,34.2,35.2,38.4,44.3,59.6,78.2,84.7,61.3,74.1,65.2,61.6,690.6,jan./1961,juni/1981,19.06
62.52,17.44,Sundsvalls Flygplats,127310,625627,6934998,4,Västernorrland län,Medelpad,44.0,27.8,28.1,31.2,37.5,47.9,63.5,70.6,53.0,61.3,53.5,50.5,568.7,jan./1961,dec./2005,45.0
63.75,18.16,Södersel D,138450,656148,7072602,386,Västernorrland län,Ångermanland,56.8,41.4,37.2,37.6,50.0,65.0,102.1,96.1,69.6,68.9,66.2,63.0,753.8,juli/1974,dec./2020,46.5
62.49,16.28,Torpshammar A,126290,565817,6929898,99,Västernorrland län,Medelpad,30.5,21.01,22.01,27.9,41.6,60.6,82.6,79.6,45.3,49.7,37.4,36.9,535.4,jan./1996,dec./2020,25.0
63.01,18.18,Ullånger,128590,661207,6990949,11,Västernorrland län,Ångermanland,64.9,41.5,40.1,39.6,41.7,50.4,79.0,90.5,67.7,78.0,74.4,68.7,736.4,jan./1961,dec./2020,59.3
62.27,16.43,Ulvsjön D,126170,574201,6905173,383,Västernorrland län,Medelpad,51.9,35.9,36.9,42.2,53.5,76.4,99.1,90.6,58.8,77.8,63.0,62.8,748.9,nov./1969,dec./2020,51.1
63.05,17.75,Viksbäcken,137030,639025,6994135,6,Västernorrland län,Ångermanland,45.6,29.9,29.8,33.8,40.2,50.3,78.9,78.8,56.9,61.4,54.7,52.4,612.6,jan./1961,apr./1976,15.03
62.46,16.43,Viskan,126270,573728,6925751,70,Västernorrland län,Medelpad,37.2,25.0,25.9,31.7,43.4,63.3,84.4,79.6,48.7,57.9,46.3,44.7,588.2,jan./1961,nov./1984,23.08
63.32,16.40,Vägersjön,136190,570332,7021557,440,Västernorrland län,Ångermanland,42.3,26.5,27.5,34.9,49.6,71.9,101.5,88.9,57.5,64.1,49.2,48.9,662.9,apr./2002,juli/2012,10.03
62.41,16.66,Västerlo D,126250,585620,6921321,105,Västernorrland län,Medelpad,35.8,24.2,25.6,31.4,43.6,60.6,78.9,80.6,48.3,57.7,45.0,45.4,577.2,juli/1996,aug./2017,21.02
63.12,18.25,Västmarkum A,138070,663960,7003585,141,Västernorrland län,Ångermanland,63.8,44.0,42.1,41.7,44.6,52.5,82.6,88.7,72.8,87.7,82.4,71.6,774.6,jan./1996,dec./2020,25.0
62.94,17.24,Åkroken D,127570,613585,6980561,247,Västernorrland län,Ångermanland,48.9,32.4,32.6,39.8,49.0,58.0,84.7,88.3,64.2,73.5,56.6,55.8,683.7,jan./1961,dec./2020,60.0
62.52,15.77,Ånge-Parteboda D,125310,539556,6932813,140,Västernorrland län,Medelpad,30.7,20.03,22.05,27.8,40.8,64.7,84.9,75.9,45.1,51.9,39.2,38.4,542.2,nov./1969,dec./2020,50.7
63.30,18.73,Örnsköldsvik,138180,686666,7024756,25,Västernorrland län,Ångermanland,51.7,37.0,33.7,33.2,37.8,48.0,77.9,78.9,59.5,70.7,66.7,59.5,654.6,jan./1961,dec./2020,60.0
63.41,19.00,Örnsköldsviks Flygplats,138240,699520,7037677,103,Västernorrland län,Ångermanland,58.8,42.3,37.4,36.7,43.9,55.3,84.8,87.9,70.0,79.6,76.6,68.7,742.0,juni/1970,mars/1992,20.08
61.55,17.47,Agö,117330,631073,6826533,20,Gävleborgs län,Hälsingland,34.3,23.00,24.7,26.6,34.1,47.7,56.7,63.2,40.8,55.9,45.5,42.1,494.6,jan./1961,okt./1973,12.08
61.95,17.07,Bergsjö,117570,608427,6870203,55,Gävleborgs län,Hälsingland,54.6,33.4,33.9,36.4,41.4,63.5,74.9,72.7,56.3,73.6,61.9,59.0,661.7,juni/1990,dec./2020,30.6
61.26,16.84,Bergvik,116160,598426,6793152,50,Gävleborgs län,Hälsingland,40.6,30.5,29.8,32.3,44.0,60.2,70.0,80.9,48.0,64.6,51.2,48.5,600.6,jan./1961,maj/2015,54.4
61.80,16.57,Delsbo,116480,582675,6853360,51,Gävleborgs län,Hälsingland,41.2,28.2,30.3,33.0,45.8,66.4,79.2,77.2,51.1,64.0,50.7,46.7,613.8,jan./1967,dec./2020,30.8
61.83,16.54,Delsbo A,116490,581038,6855801,71,Gävleborgs län,Hälsingland,31.7,21.05,24.5,27.6,39.4,59.6,68.4,66.9,43.9,52.1,41.1,36.2,512.7,dec./1995,dec./2020,24.8
61.40,16.41,Dönje,116240,575548,6807604,85,Gävleborgs län,Hälsingland,34.0,24.9,24.4,27.7,40.8,60.8,71.1,71.2,44.7,55.0,44.8,41.0,540.4,feb./1969,juni/1995,26.4
61.38,15.84,Edsbyn,115230,544633,6805222,161,Gävleborgs län,Hälsingland,36.4,27.0,26.6,31.7,48.2,70.9,81.9,76.8,48.9,58.2,47.6,43.3,597.7,jan./1961,dec./1995,34.9
61.36,15.71,Edsbyn A,115220,538199,6803169,184,Gävleborgs län,Hälsingland,34.7,24.8,26.7,31.1,46.0,71.9,81.9,74.1,47.4,57.8,46.1,38.1,580.4,okt./1995,dec./2020,24.9
60.73,17.56,Eggegrund A,107440,639520,6735411,4,Gävleborgs län,Gästrikland,27.6,22.09,22.00,21.05,32.1,48.8,49.6,57.6,36.3,46.4,39.5,36.0,440.2,jan./1961,nov./1976,15.09
62.04,15.47,Finneby,125020,524348,6878991,259,Gävleborgs län,Hälsingland,40.7,28.0,27.7,32.7,50.7,71.8,89.5,84.5,54.1,61.9,49.4,45.8,636.9,dec./1976,jan./1996,18.07
62.10,16.67,Franshammar,126060,587176,6886443,122,Gävleborgs län,Hälsingland,45.7,30.2,31.6,34.2,43.9,64.0,80.3,78.8,52.1,66.3,56.0,53.3,636.5,jan./1961,dec./1977,17.00
60.50,16.94,Främlingshem,106300,606613,6708591,75,Gävleborgs län,Gästrikland,40.5,31.9,30.9,31.3,42.2,67.9,68.2,76.6,49.5,60.3,54.7,51.4,605.3,nov./1973,feb./1985,11.03
61.80,14.64,Fågelsjö D,114480,481278,6851691,412,Gävleborgs län,Dalarna,34.0,23.07,25.6,31.7,51.9,75.9,87.6,91.7,53.8,58.5,42.5,35.7,612.7,jan./1961,dec./2020,59.4
61.84,15.87,Föne D,115500,546029,6856208,181,Gävleborgs län,Hälsingland,36.9,26.4,29.0,35.1,50.4,70.5,89.3,79.8,51.7,58.8,47.9,42.9,618.6,jan./1961,dec./2020,57.9
62.06,17.28,Gnarp,127040,619087,6883480,70,Gävleborgs län,Hälsingland,52.7,31.2,32.0,34.3,41.5,56.6,68.4,74.9,55.7,71.7,62.2,61.4,642.7,okt./1970,jan./1989,17.08
61.10,16.16,Gruvberget,116050,562437,6774824,358,Gävleborgs län,Hälsingland,46.5,36.0,33.9,38.8,53.6,75.6,86.9,90.3,58.4,73.3,59.2,53.9,706.3,juni/1975,dec./1998,23.06
60.28,16.89,Gysinge,106170,604269,6684486,63,Gävleborgs län,Gästrikland,41.9,32.3,32.7,32.7,42.6,68.1,72.4,76.6,49.9,60.4,54.4,52.3,616.3,jan./1961,juli/1999,38.6
60.56,16.59,Gästrike-Hammarby D,106360,586945,6715363,65,Gävleborgs län,Gästrikland,41.0,29.8,29.5,30.6,41.4,65.7,70.7,76.8,47.4,59.1,51.3,47.9,591.2,jan./1965,dec./2020,55.0
60.65,17.17,Gävle,107400,618589,6726173,16,Gävleborgs län,Gästrikland,38.3,31.8,29.2,29.5,43.5,67.1,65.2,77.2,49.9,62.8,54.7,51.3,600.6,jan./1961,juli/1995,32.3
60.72,17.16,Gävle A,107420,617888,6733103,16,Gävleborgs län,Gästrikland,31.6,25.4,26.4,27.5,40.9,64.4,66.0,74.5,48.8,61.4,46.5,41.0,554.4,sep./1995,dec./2020,25.3
60.73,17.11,Gävle-Åbyggeby,107430,615255,6734401,35,Gävleborgs län,Gästrikland,43.0,36.0,34.8,33.6,47.4,73.0,71.6,81.5,54.2,70.2,60.7,56.2,662.2,maj/1991,dec./2020,29.7
61.66,14.99,Hamra A,114410,499566,6836290,454,Gävleborgs län,Dalarna,38.1,27.6,30.5,37.0,53.9,74.4,98.3,93.9,59.8,67.3,51.9,42.4,675.1,mars/1973,dec./2020,46.3
62.10,16.78,Hassela D,126070,593173,6886614,150,Gävleborgs län,Hälsingland,46.7,30.9,30.8,34.1,43.6,60.8,74.0,76.5,52.3,66.8,55.6,52.6,624.9,jan./1978,feb./2015,36.7
60.41,17.02,Hedesunda,107230,611392,6698315,65,Gävleborgs län,Gästrikland,40.2,33.3,33.2,32.0,41.5,67.3,66.1,75.3,48.6,60.4,56.1,52.2,606.2,nov./1987,dec./2020,31.4
62.03,15.91,Hennan D,125030,547755,6878003,215,Gävleborgs län,Hälsingland,37.0,27.8,27.4,31.9,48.4,63.4,86.2,82.3,52.0,58.9,47.9,43.1,606.4,nov./1977,dec./2020,43.2
60.54,16.29,Hofors,106330,570883,6712282,140,Gävleborgs län,Gästrikland,46.0,33.6,33.2,34.9,45.7,69.4,84.0,78.9,54.8,66.7,60.9,51.6,659.6,jan./1961,dec./2020,56.8
61.72,17.08,Hudiksvall,117440,610103,6844218,12,Gävleborgs län,Hälsingland,51.7,36.4,36.4,37.1,44.8,61.9,73.4,72.8,51.3,70.3,59.3,63.4,658.7,jan./1961,dec./2020,59.8
61.13,16.75,Härnebo,116070,594021,6778812,90,Gävleborgs län,Hälsingland,47.3,35.4,33.1,34.7,47.7,66.6,75.1,89.2,54.3,71.5,58.3,53.1,666.4,nov./1991,dec./2020,29.2
60.69,16.82,Högbo,106410,599350,6729545,80,Gävleborgs län,Gästrikland,42.6,34.7,32.9,34.3,46.8,69.9,72.5,78.5,51.5,64.2,57.5,55.4,640.7,jan./1961,feb./2007,46.1
61.71,16.17,Järvsö,116430,561615,6842559,149,Gävleborgs län,Hälsingland,34.1,24.4,24.2,29.8,46.7,67.4,80.0,76.5,50.2,55.3,43.2,41.1,572.8,jan./1961,dec./2020,58.0
61.25,16.55,Kilafors D,116150,583361,6791436,54,Gävleborgs län,Hälsingland,33.1,27.1,25.1,30.7,43.0,64.5,70.7,77.5,47.2,58.1,45.6,42.4,565.0,nov./2004,dec./2020,16.02
61.70,17.52,Kuggören A,117430,633336,6843641,9,Gävleborgs län,Hälsingland,29.3,16.04,19.08,26.4,33.2,46.0,51.0,64.3,42.3,56.5,44.5,37.2,466.9,juli/1970,dec./2020,41.9
60.77,16.47,Kungsberget D,106460,579974,6737518,150,Gävleborgs län,Gästrikland,48.5,35.6,33.5,35.1,49.0,73.7,78.5,86.6,56.0,72.1,64.0,58.8,691.5,juni/1999,dec./2020,21.06
61.98,15.32,Kårböle,115590,516954,6872128,220,Gävleborgs län,Hälsingland,35.9,25.3,25.1,30.3,48.1,71.0,87.3,80.8,51.2,56.2,45.1,42.4,598.7,jan./1961,feb./2011,49.3
61.94,15.50,Laforsen,115570,526304,6868099,200,Gävleborgs län,Hälsingland,40.0,27.7,27.6,31.9,48.8,69.9,84.6,81.8,53.5,60.1,49.6,44.4,619.9,jan./1961,dec./2014,53.3
61.64,14.80,Lillhamra D,114390,489177,6834410,424,Gävleborgs län,Dalarna,50.5,34.7,36.8,43.2,64.3,88.3,102.0,98.2,68.8,80.1,64.6,54.5,786.0,jan./1961,dec./2020,59.8
61.83,16.13,Ljusdal,116500,559681,6856130,140,Gävleborgs län,Hälsingland,35.1,23.03,24.5,29.2,43.1,62.5,76.6,72.1,46.1,54.3,44.1,40.3,551.0,jan./1961,dec./1975,14.06
62.20,16.04,Ljusdals-Valsjön,126120,553949,6896335,300,Gävleborgs län,Hälsingland,43.5,29.9,30.7,33.9,48.2,68.7,86.7,81.2,52.2,62.4,53.5,50.1,641.1,feb./2006,dec./2020,14.04
61.53,15.34,Lobonäs D,115320,518314,6822295,220,Gävleborgs län,Hälsingland,37.6,26.8,28.4,33.8,52.4,71.9,85.0,81.9,53.9,60.0,47.9,43.0,622.5,jan./1961,dec./2020,59.7
61.72,15.17,Los D,115450,509141,6843066,398,Gävleborgs län,Hälsingland,45.2,31.2,31.0,36.1,55.7,75.4,93.7,94.4,59.6,68.7,56.5,48.9,696.5,okt./1967,dec./2020,20.00
60.68,16.35,Lövåker,106420,573808,6728350,150,Gävleborgs län,Gästrikland,46.9,34.0,32.7,35.4,48.2,71.6,79.0,83.0,51.2,67.5,59.5,54.0,662.9,jan./1961,jan./1999,37.5
61.60,16.77,Nianfors,116360,594044,6831135,170,Gävleborgs län,Hälsingland,61.7,40.7,42.9,43.0,51.7,70.6,88.3,83.6,59.5,83.3,72.4,69.3,767.0,jan./1968,dec./2020,52.7
60.93,17.16,Norrsundet,107560,616858,6756879,5,Gävleborgs län,Gästrikland,39.3,35.0,30.4,31.2,42.5,63.1,62.7,77.4,47.2,60.7,52.9,51.6,594.0,jan./1961,apr./2020,58.8
60.90,16.74,Ockelbo 1,106540,594273,6752698,80,Gävleborgs län,Gästrikland,46.6,35.1,31.0,32.8,44.5,68.1,71.7,83.5,49.6,65.7,56.6,56.0,641.3,jan./1961,dec./2020,60.0
62.18,15.65,Ramsjö,125110,533881,6894882,220,Gävleborgs län,Hälsingland,38.3,26.7,26.6,30.7,43.7,63.1,81.8,75.6,49.4,57.9,46.0,43.0,582.9,nov./1969,jan./2014,44.3
61.13,16.18,Rimsbo,116080,563729,6778211,330,Gävleborgs län,Hälsingland,47.2,35.0,32.5,36.4,53.8,78.0,90.1,92.8,58.7,74.1,61.0,55.7,715.4,jan./1961,maj/1975,14.04
61.39,16.43,Röstebo,116230,576366,6806864,115,Gävleborgs län,Hälsingland,35.4,26.5,25.9,30.4,42.0,67.3,71.9,73.9,46.4,57.7,46.8,42.2,566.4,juli/1995,sep./2012,16.07
61.57,16.33,Simeå,116340,570387,6826925,139,Gävleborgs län,Hälsingland,44.3,31.9,31.1,34.3,50.4,69.6,83.8,83.4,54.9,68.2,56.5,52.4,660.5,jan./1969,dec./2020,50.4
61.96,16.71,Strömbacka,116580,589883,6870599,170,Gävleborgs län,Hälsingland,46.9,29.7,31.6,34.1,44.3,64.8,80.3,79.3,52.4,67.8,56.3,53.4,640.9,jan./1961,jan./1980,19.00
61.30,16.95,Söderala D,116170,604734,6797214,29,Gävleborgs län,Hälsingland,51.3,36.3,35.5,38.8,50.4,65.9,78.7,90.0,56.0,76.9,62.4,59.7,701.8,nov./2005,dec./2020,15.02
61.27,17.10,Söderhamn,117160,612513,6794568,26,Gävleborgs län,Hälsingland,44.5,32.4,31.1,35.3,46.5,62.2,71.9,82.7,53.3,74.1,58.1,53.3,645.3,jan./1961,nov./1997,36.9
60.51,16.42,Tjärnäs,106310,577817,6709372,110,Gävleborgs län,Gästrikland,44.0,32.8,33.0,34.2,47.1,73.8,73.6,84.2,53.7,64.9,58.4,52.1,651.8,jan./1961,mars/2008,47.3
62.09,16.23,Tvärforsen,126050,564095,6884278,225,Gävleborgs län,Hälsingland,45.2,30.6,30.6,33.6,45.7,67.5,86.0,80.1,52.1,67.1,56.7,50.3,645.5,okt./1987,dec./2014,27.2
60.75,17.36,Utvalnäs Aut,107450,628465,6737772,5,Gävleborgs län,Gästrikland,35.4,29.5,28.1,27.8,40.6,62.3,63.1,73.0,45.8,58.6,49.9,46.2,560.3,dec./1977,maj/1992,13.00
60.96,16.43,Åmot A,106570,577318,6759331,162,Gävleborgs län,Gästrikland,38.1,26.9,25.6,31.2,43.8,60.9,72.6,79.9,47.9,61.1,49.3,42.3,579.6,aug./1995,dec./2020,25.4
60.96,16.46,Åmotsbruk,106580,579217,6759718,145,Gävleborgs län,Gästrikland,43.4,31.7,29.0,32.8,47.6,69.2,76.9,85.7,52.8,65.9,56.2,51.2,642.6,jan./1961,jan./1996,35.1
62.15,17.17,Åsnorrbodarna,127090,613214,6892584,143,Gävleborgs län,Hälsingland,65.4,43.0,45.4,44.9,46.4,66.0,81.1,92.1,66.7,90.3,78.6,75.5,795.4,nov./1973,dec./2020,46.7
60.30,16.81,Österfärnebo,106180,599743,6686722,75,Gävleborgs län,Gästrikland,39.4,29.5,29.7,32.3,40.0,66.7,69.7,75.2,48.5,58.4,51.9,47.8,589.0,aug./1999,dec./2020,21.04
60.37,13.87,Andersviksberg,103220,437947,6693081,420,Dalarnas län,Dalarna,65.4,46.9,44.9,47.9,71.2,82.8,99.0,96.0,72.1,85.2,75.7,71.0,858.0,okt./1974,maj/2017,42.6
60.14,16.17,Avesta,106070,565065,6667724,99,Dalarnas län,Dalarna,46.4,34.5,34.6,35.7,48.4,67.8,70.9,76.3,49.5,60.5,58.7,53.5,636.6,mars/1977,dec./2020,43.8
60.92,15.11,Backa,105550,506208,6754216,230,Dalarnas län,Dalarna,35.6,26.6,27.5,31.5,50.8,70.1,80.4,73.2,46.2,57.8,47.2,39.9,586.8,juni/1974,sep./1995,20.07
62.04,12.40,Björnliden,122020,363798,6881862,750,Dalarnas län,Dalarna,44.2,32.5,29.4,29.1,53.3,68.7,84.4,89.7,55.4,59.8,55.3,42.5,644.3,jan./1974,aug./1986,12.07
60.73,15.91,Borgärdet,105440,549535,6733547,140,Dalarnas län,Dalarna,37.1,27.5,26.3,30.4,45.6,64.0,74.2,73.8,44.6,59.6,48.8,42.8,574.6,jan./1961,nov./1990,29.2
60.49,15.43,Borlänge D,105310,523484,6706282,145,Dalarnas län,Dalarna,38.1,29.9,30.9,36.0,54.8,73.1,83.7,81.6,49.9,62.5,48.4,43.3,632.2,maj/1974,dec./2020,46.5
61.07,13.48,Branäs,113040,418204,6771141,480,Dalarnas län,Dalarna,56.3,36.4,35.9,42.1,70.5,87.3,95.6,101.4,73.0,81.0,69.0,58.2,806.8,jan./1961,dec./1996,35.9
60.10,16.30,Brovallen,106040,572435,6663140,100,Dalarnas län,Dalarna,41.0,30.4,30.8,32.7,45.0,64.9,70.6,75.3,49.0,58.4,53.7,47.7,599.4,jan./1991,dec./2020,30.0
60.56,14.36,Dala-Järna D,104320,465033,6713476,237,Dalarnas län,Dalarna,37.2,28.2,27.1,33.9,55.9,68.9,81.4,82.7,48.6,58.0,44.5,40.2,606.6,okt./1973,dec./2020,46.8
